country_code,country_name,region,sub_region,intermediate_region,indicator_code,indicator_name,year,imports_of_goods_and_services
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1985,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1986,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1987,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1988,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1989,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1990,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1991,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1992,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1993,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1994,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1995,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1996,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1997,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1998,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1999,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2000,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2001,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2002,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2003,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2004,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2005,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2006,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2007,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2008,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2009,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2010,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2011,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2012,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2013,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2014,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2015,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2016,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2017,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2018,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2019,0.0
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2020,36.2890774127896
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2021,37.06956357719
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2022,54.5054272070161
AFG,AFGANISTAN,ASIA MERIDIONAL,SOUTHERN ASIA,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2023,50.498206993764
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1960,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1961,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1962,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1963,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1964,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1965,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1966,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1967,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1968,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1969,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1970,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1971,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1972,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1973,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1974,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1975,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1976,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1977,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1978,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1979,0.0
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1980,23.5366005935177
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1981,22.2899596239822
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1982,24.7376437022741
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1983,21.558592462639
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1984,20.075351594758
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1985,19.1144514025886
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1986,16.0311247475208
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1987,16.1296420781227
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1988,19.9184766016104
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1989,21.4727330022325
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1990,24.0318995737727
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1991,28.5857013386048
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1992,96.2858807479086
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1993,64.5395029570264
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1994,41.1188903879182
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1995,34.9697653759195
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1996,33.27511148197
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1997,35.2284289698301
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1998,36.6703685610943
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),1999,34.1692673931568
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2000,43.3387875873655
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2001,45.1576132001299
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2002,47.5794520503068
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2003,46.1731745895907
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2004,44.8296265467915
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2005,47.85935562815
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2006,49.0574825118736
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2007,54.9542146887506
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2008,52.1493333802176
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2009,49.8541657924919
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2010,48.5639550032469
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2011,51.9770317939697
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2012,47.572712860263
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2013,46.9573987095321
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2014,47.19484413802
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2015,44.5336151883802
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2016,45.8319636476989
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2017,46.6244512220264
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2018,44.5800603046607
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2019,44.4460249326456
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2020,36.9799408832001
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2021,44.4572960793289
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2022,47.5009791073865
ALB,ALBANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),SOUTHERN EUROPE,,NE.IMP.GNFS.ZS,IMPORTACIONES DE BIENES Y SERVICIOS (% DEL PIB),2023,43.8286028086077
